"recipe1_title","recipe1_url","recipe1_author","recipe1_category","recipe2_title","recipe2_url","recipe2_author","recipe2_category","similarity","levenshtein","jarowinkler","category_equality"
"Paella di pesce","https://www.cucchiaio.it/ricetta/ricetta-paella-pesce/","cucchiaio.it","piatti unici","Paella di riso e pesce","https://www.cucchiaio.it/ricetta/ricetta-paella-riso-pesce/","cucchiaio.it","piatti unici","0.8181818181818182","0.7222222222222222","0.9136752136752138","true"
"Risotto alla fontina","https://www.cucchiaio.it/ricetta/ricetta-risotto-fontina/","cucchiaio.it","primi piatti","Risotto alla valdostana","https://www.cucchiaio.it/ricetta/ricetta-risotto-valdostana/","cucchiaio.it","primi piatti","0.8181818181818182","0.7142857142857143","0.8895238095238096","true"
"Marinata al vino bianco","https://www.cucchiaio.it/ricetta/ricetta-marinata-cruda-vino-bianco/","cucchiaio.it","bevande","Marinata al vino rosso","https://www.cucchiaio.it/ricetta/ricetta-marinata-vino-rosso/","cucchiaio.it","bevande","0.8181818181818182","0.75","0.9078947368421053","true"
"Scampi in “bùzara”","https://www.cucchiaio.it/ricetta/ricetta-scampi-buzara/","cucchiaio.it","secondi piatti","Scampi in bùzara","https://www.ricetteregionali.net/ricette-regionali-friulane-friuli-venezia-giulia-secondi-scampi-in-buzara.html","ricetteregionali.net","secondi piatti","0.8181818181818182","1","1","true"
"Brutti ma buoni","https://www.cucchiaio.it/ricetta/brutti-ma-buoni/","cucchiaio.it","dolci","Brutti ma buoni","https://ricette.giallozafferano.it/Brutti-ma-buoni.html","giallozafferano.it","dolci","0.8","1","1","true"
"Torta Mars","https://www.cucchiaio.it/ricetta/torta-mars/","cucchiaio.it","dolci","Torta Mars","https://ricette.giallozafferano.it/Torta-Mars.html","giallozafferano.it","dolci","0.8","1","1","true"
"Crumpets","https://www.cucchiaio.it/ricetta/crumpets/","cucchiaio.it","","Crumpets","https://ricette.giallozafferano.it/Crumpets.html","giallozafferano.it","dolci","0.8","1","1","false"
"Carciofi alle acciughe","https://www.cucchiaio.it/ricetta/ricetta-carciofi-acciughe/","cucchiaio.it","contorni","Carciofi alle acciughe","https://www.ricetteregionali.net/ricette-regionali-friulane-friuli-venezia-giulia-contorni-carciofi-alle-acciughe.html","ricetteregionali.net","contorni","0.8","1","1","true"
"Kugelhupf al farro e albicocche secche","https://www.cucchiaio.it/ricetta/kugelhupf-al-farro-e-albicocche-secche/","cucchiaio.it","","Ciambella al farro e albicocche secche","https://www.cucchiaio.it/ricetta/ciambella-al-farro-e-albicocche-secche/","cucchiaio.it","dolci","0.8","0.7272727272727273","0.788073038073038","false"
"Spaghetti alla Nerano","https://www.cucchiaio.it/ricetta/spaghetti-alla-nerano/","cucchiaio.it","primi piatti","Spaghetti alla Nerano","https://ricette.giallozafferano.it/Spaghetti-alla-Nerano.html","giallozafferano.it","primi piatti","0.8","1","1","true"
"Cupcake al cioccolato","https://ricette.giallozafferano.it/Cupcakes-al-cioccolato.html","giallozafferano.it","dolci","Plumcake al cioccolato","https://ricette.giallozafferano.it/Plumcake-al-cioccolato.html","giallozafferano.it","dolci","0.8","0.85","0.9028265107212476","true"
"Confettura di fichi e vaniglia","https://ricette.giallozafferano.it/Confettura-di-fichi-e-vaniglia.html","giallozafferano.it","creme","Confettura di fichi d'India","https://ricette.giallozafferano.it/Confettura-di-fichi-d-India.html","giallozafferano.it","creme","0.8","0.7692307692307693","0.9346233476668259","true"
"Tortino al cioccolato con cuore fondente bianco","https://ricette.giallozafferano.it/Tortino-al-cioccolato-con-cuore-fondente-bianco.html","giallozafferano.it","dolci","Tortino di cioccolato con cuore fondente","https://ricette.giallozafferano.it/Tortino-di-cioccolato-con-cuore-fondente.html","giallozafferano.it","dolci","0.8","0.8048780487804879","0.9253046140851019","true"
"Crocchette di patate","https://ricette.giallozafferano.it/Crocchette-di-patate.html","giallozafferano.it","antipasti","Crocchette di patate al forno","https://ricette.giallozafferano.it/Crocchette-di-patate-al-forno.html","giallozafferano.it","antipasti","0.8","0.72","0.944","true"
"Crema frangipane","https://www.cucchiaio.it/ricetta/crema-frangipane/","cucchiaio.it","creme","Crema frangipane","https://ricette.giallozafferano.it/Crema-frangipane.html","giallozafferano.it","dolci","0.8","1","1","false"
"Profiteroles al cioccolato","https://ricette.giallozafferano.it/Profiteroles-al-cioccolato.html","giallozafferano.it","dolci","Profiteroles al cioccolato bianco","https://ricette.giallozafferano.it/Profiteroles-al-cioccolato-bianco.html","giallozafferano.it","dolci","0.7857142857142857","0.8","0.96","true"
"Bucatini con lo stocco","https://www.cucchiaio.it/ricetta/ricetta-bucatini-cu-u-stoccu/","cucchiaio.it","primi piatti","Bucatini con lo stocco","https://www.ricetteregionali.net/ricette-regionali-calabresi-calabria-primi-bucatini-con-lo-stocco.html","ricetteregionali.net","primi piatti","0.7777777777777778","1","1","true"
"Birramisù","https://www.cucchiaio.it/ricetta/birramisu/","cucchiaio.it","dolci","Tiramisù","https://www.cucchiaio.it/ricetta/ricetta-tiramisu/","cucchiaio.it","","0.7777777777777778","0.7777777777777778","0.8842592592592592","false"
"Maccheroncini ai würstel, panna e uovo","https://www.cucchiaio.it/ricetta/maccheroncini-ai-wurstel-panna-e-uovo/","cucchiaio.it","primi piatti","Maccheroncini ai würstel, panna e uova","https://www.cucchiaio.it/ricetta/ricetta-maccheroncini-wurstel-panna-uova/","cucchiaio.it","primi piatti","0.7777777777777778","0.9696969696969697","0.9878787878787879","true"
"Farfalloni con olive e funghi","https://www.cucchiaio.it/ricetta/ricetta-farfalloni-olive-funghi/","cucchiaio.it","primi piatti","Maccheroni con olive e funghi","https://www.cucchiaio.it/ricetta/ricetta-maccheroni-olive-funghi/","cucchiaio.it","primi piatti","0.7777777777777778","0.76","0.8166666666666668","true"
"Bavarese alle fragole","https://www.cucchiaio.it/ricetta/ricetta-bavarese-fragole/","cucchiaio.it","dolci","Bavarese alle fragole","https://ricette.giallozafferano.it/Bavarese-alle-fragole.html","giallozafferano.it","dolci","0.7777777777777778","1","1","true"
"Torta al cioccolato e ciliegie","https://www.cucchiaio.it/ricetta/torta-al-cioccolato-e-ciliegie/","cucchiaio.it","dolci","Torta al cioccolato con il Bimby","https://www.cucchiaio.it/ricetta/torta-al-cioccolato-con-il-bimby/","cucchiaio.it","dolci","0.7777777777777778","0.7037037037037037","0.917094017094017","true"
"Pesce spada al salmoriglio","https://www.cucchiaio.it/ricetta/pesce-spada-al-salmoriglio/","cucchiaio.it","secondi piatti","Pesce spada in salmoriglio","https://ricette.giallozafferano.it/Pesce-spada-in-salmoriglio.html","giallozafferano.it","secondi piatti","0.7777777777777778","0.9130434782608695","0.9461697722567287","true"
"Macedonia di frutta in salsa di fragoline","https://www.cucchiaio.it/ricetta/ricetta-macedonia-frutta-salsa-fragoline/","cucchiaio.it","","Misto di frutta in salsa di fragoline","https://www.cucchiaio.it/ricetta/ricetta-misto-frutta-salsa-fragoline/","cucchiaio.it","dolci","0.7777777777777778","0.8","0.8050786588272684","false"
"Castagnaccio","https://www.cucchiaio.it/ricetta/ricetta-castagnaccio/","cucchiaio.it","dolci","Castagnaccio","https://www.ricetteregionali.net/ricette-regionali-toscane-toscana-dolci-castagnaccio.html","ricetteregionali.net","dolci","0.7777777777777778","1","1","true"
"Carciofi alla romana","https://www.cucchiaio.it/ricetta/ricetta-carciofi-romana/","cucchiaio.it","contorni","Carciofi alla romana","https://ricette.giallozafferano.it/Carciofi-alla-romana.html","giallozafferano.it","contorni","0.7777777777777778","1","1","true"
"Fegato fritto friulano","https://www.cucchiaio.it/ricetta/ricetta-fegato-fritto-friulano/","cucchiaio.it","secondi piatti","Fegato fritto friulano","https://www.ricetteregionali.net/ricette-regionali-friulane-friuli-venezia-giulia-secondi-fegato-fritto-friulano.html","ricetteregionali.net","secondi piatti","0.7777777777777778","1","1","true"
"Bignè con panna e marmellata di albicocche","https://www.cucchiaio.it/ricetta/ricetta-bigne-panna-marmellata-albicocche/","cucchiaio.it","dolci","Bignè con panna montata e marmellata d’albicocca","https://www.cucchiaio.it/ricetta/ricetta-bigne-panna-montata-marmellata-dalbicocca/","cucchiaio.it","dolci","0.7777777777777778","0.7560975609756098","0.8988543976348854","true"
"Ciambellone","https://ricette.giallozafferano.it/Ciambellone.html","giallozafferano.it","dolci","Ciambella","https://ricette.giallozafferano.it/Ciambella.html","giallozafferano.it","dolci","0.7777777777777778","0.7272727272727273","0.9232323232323232","true"
"Marinata al limone","https://www.cucchiaio.it/ricetta/ricetta-marinata-veloce-limone/","cucchiaio.it","salse","Marinata agli aromi","https://www.cucchiaio.it/ricetta/ricetta-marinata-cruda-aromi/","cucchiaio.it","salse","0.7777777777777778","0.7058823529411765","0.9000565610859729","true"
"Gnocchi di zucca alla romana","https://ricette.giallozafferano.it/Gnocchi-di-zucca-alla-romana.html","giallozafferano.it","primi piatti","Gnocchi alla romana","https://ricette.giallozafferano.it/Gnocchi-alla-romana.html","giallozafferano.it","primi piatti","0.7777777777777778","0.7083333333333334","0.8946078431372549","true"
"Fagiolini alla genovese","https://www.cucchiaio.it/ricetta/ricetta-fagiolini-genovese/","cucchiaio.it","contorni","Fagioli alla genovese","https://www.ricetteregionali.net/ricette-regionali-liguri-liguria-contorni-fagioli-alla-genovese.html","ricetteregionali.net","contorni","0.7777777777777778","0.9047619047619048","0.9493734335839599","true"
"Torta al latte caldo e caffè","https://ricette.giallozafferano.it/Torta-al-latte-caldo-e-caffe.html","giallozafferano.it","dolci","Torta al latte caldo","https://ricette.giallozafferano.it/Torta-al-latte-caldo.html","giallozafferano.it","dolci","0.7777777777777778","0.7391304347826086","0.9478260869565217","true"
"Torta al latte caldo e caffè","https://ricette.giallozafferano.it/Torta-al-latte-caldo-e-caffe.html","giallozafferano.it","dolci","Torta al latte caldo al cacao","https://ricette.giallozafferano.it/Torta-al-latte-caldo-e-cacao.html","giallozafferano.it","dolci","0.7777777777777778","0.7916666666666666","0.9130244088482075","true"
"Torta al latte caldo al cacao","https://ricette.giallozafferano.it/Torta-al-latte-caldo-e-cacao.html","giallozafferano.it","dolci","Torta al latte caldo","https://ricette.giallozafferano.it/Torta-al-latte-caldo.html","giallozafferano.it","dolci","0.7777777777777778","0.7083333333333334","0.9416666666666667","true"
"Torta al cioccolato e more","https://www.cucchiaio.it/ricetta/torta-cioccolato-more/","cucchiaio.it","dolci","Torta al cioccolato e more","https://www.cucchiaio.it/ricetta/torta-al-cioccolato-e-more/","cucchiaio.it","dolci","0.7692307692307693","1","1","true"
"Gateau di patate","https://www.cucchiaio.it/ricetta/gateau-di-patate/","cucchiaio.it","piatti unici","Gattò di patate","https://www.cucchiaio.it/ricetta/ricetta-gatto-patate/","cucchiaio.it","piatti unici","0.7692307692307693","0.7857142857142857","0.8504662004662005","true"
"Meringa italiana","https://www.cucchiaio.it/ricetta/meringa-italiana/","cucchiaio.it","dolci","Meringa all'italiana","https://ricette.giallozafferano.it/Meringa-all-italiana.html","giallozafferano.it","dolci","0.75","0.8333333333333334","0.9133333333333333","true"
"Gnocchi al salmone e doppio pepe","https://www.cucchiaio.it/ricetta/ricetta-gnocchi-salmone-doppio-pepe/","cucchiaio.it","primi piatti","Gnocchi al salmone e al pepe bicolore","https://www.cucchiaio.it/ricetta/ricetta-gnocchi-salmone-pepe-bicolore/","cucchiaio.it","primi piatti","0.75","0.7096774193548387","0.9076164874551971","true"
"Ciambella al limone ","https://www.cucchiaio.it/ricetta/ciambella-al-limone/","cucchiaio.it","dolci","Ciambelline al limone","https://www.cucchiaio.it/ricetta/ricetta-ciambelline-limone/","cucchiaio.it","dolci","0.75","0.8421052631578947","0.906656346749226","true"
"Crema di Roquefort e pere","https://www.cucchiaio.it/ricetta/crema-di-roquefort-e-pere/","cucchiaio.it","antipasti","Crema di Roquefort alle pere","https://www.cucchiaio.it/ricetta/ricetta-crema-roquefort-pere/","cucchiaio.it","antipasti","0.75","0.875","0.975","true"
"Confettura di rabarbaro e pere","https://www.cucchiaio.it/ricetta/ricetta-marmellata-rabarbaro-pere/","cucchiaio.it","dolci","Confettura di rabarbaro","https://ricette.giallozafferano.it/Confettura-di-rabarbaro.html","giallozafferano.it","creme","0.75","0.8076923076923077","0.9615384615384615","false"
"Cicerchiata","https://www.cucchiaio.it/ricetta/ricetta-cicerchiata/","cucchiaio.it","dolci","Cicerchiata","https://www.ricetteregionali.net/ricette-regionali-umbre-umbria-dolci-cicerchiata.html","ricetteregionali.net","dolci","0.75","1","1","true"
"Torta al cioccolato morbida","https://www.cucchiaio.it/ricetta/ricetta-torta-al-cioccolato/","cucchiaio.it","dolci","Torta al cioccolato con il Bimby","https://www.cucchiaio.it/ricetta/torta-al-cioccolato-con-il-bimby/","cucchiaio.it","dolci","0.75","0.7407407407407407","0.9162698412698412","true"
"Spiedini di polenta e formaggio","https://www.cucchiaio.it/ricetta/spiedini-di-polenta-e-formaggio/","cucchiaio.it","antipasti","Spiedini fritti di polenta e formaggio","https://www.cucchiaio.it/ricetta/ricetta-spiedini-fritti-polenta-formaggio/","cucchiaio.it","secondi piatti","0.75","0.8181818181818182","0.9043771043771044","false"
"Ciliegie sciroppate","https://www.cucchiaio.it/ricetta/ciliegie-sciroppate/","cucchiaio.it","dolci","Ciliegie sciroppate","https://ricette.giallozafferano.it/Ciliegie-sciroppate.html","giallozafferano.it","creme","0.75","1","1","false"
"Pesto alla genovese","https://www.cucchiaio.it/ricetta/pesto-alla-genovese/","cucchiaio.it","salse","Pesto alla genovese","https://www.ricetteregionali.net/ricette-regionali-liguri-liguria-salse-pesto-alla-genovese.html","ricetteregionali.net","salse","0.75","1","1","true"
"Pesto alla genovese","https://www.cucchiaio.it/ricetta/pesto-alla-genovese/","cucchiaio.it","salse","Pesto alla Genovese","https://ricette.giallozafferano.it/Pesto-alla-Genovese.html","giallozafferano.it","salse","0.75","1","1","true"
"Pasta alla carrettiera","https://www.cucchiaio.it/ricetta/pasta-alla-carrettiera/","cucchiaio.it","primi piatti","Pasta alla carrettiera","https://ricette.giallozafferano.it/Pasta-alla-carrettiera.html","giallozafferano.it","primi piatti","0.75","1","1","true"
"Gnocco di pane","https://www.cucchiaio.it/ricetta/ricetta-gnocco-pane/","cucchiaio.it","primi piatti","Gnocco di pane","https://www.ricetteregionali.net/ricette-regionali-friulane-friuli-venezia-giulia-primi-gnocco-di-pane.html","ricetteregionali.net","primi piatti","0.75","1","1","true"
"Riso al forno (ricetta base)","https://www.cucchiaio.it/ricetta/ricetta-riso-forno-ricetta-base/","cucchiaio.it","primi piatti","Riso alla creola (ricetta base)","https://www.cucchiaio.it/ricetta/ricetta-riso-creola-ricetta-base/","cucchiaio.it","primi piatti","0.75","0.76","0.8615693779904307","true"
"Pita","https://www.cucchiaio.it/ricetta/pita/","cucchiaio.it","lievitati","Pita","https://ricette.giallozafferano.it/Pita.html","giallozafferano.it","lievitati","0.75","1","1","true"
"Brutti ma buoni","https://ricette.giallozafferano.it/Brutti-ma-buoni.html","giallozafferano.it","dolci","Brutti ma buoni","https://www.ricetteregionali.net/ricette-regionali-toscane-toscana-dolci-brutti-ma-buoni.html","ricetteregionali.net","dolci","0.75","1","1","true"
"Pesche sciroppate","https://www.cucchiaio.it/ricetta/pesche-sciroppate/","cucchiaio.it","dolci","Pesche sciroppate","https://ricette.giallozafferano.it/Pesche-sciroppate.html","giallozafferano.it","creme","0.75","1","1","false"
"Torta di cioccolato, gelatina e pompelmo","https://www.cucchiaio.it/ricetta/ricetta-torta-cioccolato-gelatina-pompelmo/","cucchiaio.it","dolci","Torta al cioccolato, gelatina e pompelmi","https://www.cucchiaio.it/ricetta/ricetta-torta-cioccolato-gelatina-pompelmi/","cucchiaio.it","dolci","0.75","0.9117647058823529","0.9139705882352941","true"
"Vanilla pudding","https://www.cucchiaio.it/ricetta/vanilla-pudding/","cucchiaio.it","dolci","Vanilla pudding","https://ricette.giallozafferano.it/Vanilla-pudding.html","giallozafferano.it","dolci","0.75","1","1","true"
"Gelato alla crema","https://ricette.giallozafferano.it/Gelato-alla-crema.html","giallozafferano.it","dolci","Gelato alla crema","https://www.cucchiaio.it/ricetta/ricetta-gelato-crema-semplice/","cucchiaio.it","","0.75","1","1","false"
"Pasta con salsa alla pancetta affumicata","https://ricette.giallozafferano.it/Pasta-con-salsa-alla-pancetta-affumicata.html","giallozafferano.it","primi piatti","Salsa alla pancetta affumicata","https://ricette.giallozafferano.it/Salsa-alla-pancetta-affumicata.html","giallozafferano.it","salse","0.75","0.7714285714285715","0.7818342151675485","false"
"Colomba di Pasqua veloce","https://ricette.giallozafferano.it/Colomba-veloce.html","giallozafferano.it","lievitati","Colomba di Pasqua","https://ricette.giallozafferano.it/Colomba-di-Pasqua.html","giallozafferano.it","lievitati","0.7391304347826086","0.7142857142857143","0.9428571428571428","true"
"Lasagna bianca","https://www.cucchiaio.it/ricetta/lasagna-bianca/","cucchiaio.it","primi piatti","Lasagne in bianco","https://www.cucchiaio.it/ricetta/lasagne-al-ragu-bianco-di-manzo--prosciutto-e-castagne/","cucchiaio.it","primi piatti","0.7368421052631579","0.7333333333333333","0.8795337995337995","true"
"Trippa alla fiorentina","https://www.ricetteregionali.net/ricette-regionali-toscane-toscana-secondi-trippa-alla-fiorentina.html","ricetteregionali.net","secondi piatti","Trippa alla Fiorentina","https://ricette.giallozafferano.it/Trippa-alla-Fiorentina.html","giallozafferano.it","secondi piatti","0.7333333333333333","1","1","true"
"Polpette di salmone","https://www.cucchiaio.it/ricetta/polpette-di-salmone/","cucchiaio.it","antipasti","Polpette di salmone fresco","https://www.cucchiaio.it/ricetta/ricetta-polpette-salmone-fresco/","cucchiaio.it","secondi piatti","0.7272727272727273","0.7391304347826086","0.9478260869565217","false"
"Patate Hasselback","https://www.cucchiaio.it/ricetta/patate-hasselback/","cucchiaio.it","contorni","Patate hasselback","https://ricette.giallozafferano.it/Patate-hasselback.html","giallozafferano.it","contorni","0.7272727272727273","1","1","true"
"Mini-muffin alla banana","https://www.cucchiaio.it/ricetta/ricetta-mini-muffins-banana/","cucchiaio.it","dolci","Muffin alla banana","https://www.cucchiaio.it/ricetta/muffin-alla-banana/","cucchiaio.it","","0.7272727272727273","0.8","0.818125","false"
"Risotto ai mirtilli","https://www.cucchiaio.it/ricetta/ricetta-risotto-mirtilli/","cucchiaio.it","primi piatti","Risotto ai mirtilli","https://www.cucchiaio.it/ricetta/ricetta-risotto-frutti-blu/","cucchiaio.it","primi piatti","0.7272727272727273","1","1","true"
"Frittelle al mascarpone","https://www.cucchiaio.it/ricetta/ricetta-frittelle-mascarpone/","cucchiaio.it","dolci","Frittelle al mascarpone e uvetta","https://www.ricetteregionali.net/ricette-regionali-liguri-liguria-dolci-frittelle-al-mascarpone-e-uvetta.html","ricetteregionali.net","dolci","0.7272727272727273","0.75","0.95","true"
"Carpaccio di pesce","https://www.cucchiaio.it/ricetta/ricetta-carpaccio-pesce/","cucchiaio.it","antipasti","Carpaccio di pesce misto","https://www.cucchiaio.it/ricetta/ricetta-carpaccio-pesce-misto/","cucchiaio.it","secondi piatti","0.7272727272727273","0.7619047619047619","0.9523809523809523","false"
"Clafoutis alle prugne","https://ricette.giallozafferano.it/Clafoutis-alle-prugne.html","giallozafferano.it","dolci","Clafoutis alle ciliegie","https://ricette.giallozafferano.it/Clafoutis-alle-ciliegie.html","giallozafferano.it","dolci","0.7272727272727273","0.7142857142857143","0.8874185463659148","true"
"Stoccafisso brandacujon","https://www.cucchiaio.it/ricetta/ricetta-stoccafisso-brandacujon/","cucchiaio.it","secondi piatti","Stoccafisso brandacujun","https://www.ricetteregionali.net/ricette-regionali-liguri-liguria-secondi-stoccafisso-brandacujun.html","ricetteregionali.net","secondi piatti","0.7272727272727273","0.9545454545454546","0.9818181818181818","true"
"Plumcake al cioccolato","https://ricette.giallozafferano.it/Plumcake-al-cioccolato.html","giallozafferano.it","dolci","Poke cake al cioccolato","https://ricette.giallozafferano.it/Poke-cake-al-cioccolato.html","giallozafferano.it","dolci","0.7272727272727273","0.85","0.8041176470588235","true"
"Falsomagro","https://www.cucchiaio.it/ricetta/falsomagro/","cucchiaio.it","secondi piatti","Falsomagro","https://ricette.giallozafferano.it/Falsomagro.html","giallozafferano.it","secondi piatti","0.7222222222222222","1","1","true"
"Festone di pan di zenzero","https://ricette.giallozafferano.it/Festone-di-pan-di-zenzero.html","giallozafferano.it","dolci","Corona di pan di zenzero","https://ricette.giallozafferano.it/Corona-di-pan-di-zenzero.html","giallozafferano.it","dolci","0.7222222222222222","0.7619047619047619","0.7602182539682539","true"
"Mousse al cioccolato","https://www.cucchiaio.it/ricetta/ricetta-mousse-cioccolato/","cucchiaio.it","dolci","Soufflé al cioccolato","https://www.cucchiaio.it/ricetta/ricetta-souffle-cioccolato/","cucchiaio.it","","0.7142857142857143","0.7894736842105263","0.7853313840155945","false"
"Brownies alla Nutella","https://www.cucchiaio.it/ricetta/brownies-alla-nutella/","cucchiaio.it","dolci","Crepes alla Nutella","https://www.cucchiaio.it/ricetta/crepes-alla-nutella/","cucchiaio.it","dolci","0.7142857142857143","0.7368421052631579","0.7820286009140497","true"
"Tortine alle albicocche","https://www.cucchiaio.it/ricetta/ricetta-tortine-albicocche/","cucchiaio.it","dolci","Tortine di frolla alle albicocche","https://www.cucchiaio.it/ricetta/tortine-di-frolla-alle-albicocche/","cucchiaio.it","dolci","0.7142857142857143","0.7241379310344828","0.9067323481116585","true"
"Torta al cioccolato senza farina","https://www.cucchiaio.it/ricetta/ricetta-torta-scrittrice/","cucchiaio.it","dolci","Torta golosa al cioccolato senza farina","https://ricette.giallozafferano.it/Torta-golosa-al-cioccolato-senza-farina.html","giallozafferano.it","dolci","0.7142857142857143","0.8235294117647058","0.8861344537815126","true"
"Spaghetti al pomodoro","https://www.cucchiaio.it/ricetta/spaghetti-al-pomodoro/","cucchiaio.it","primi piatti","Spaghetti al pomodoro","https://ricette.giallozafferano.it/Spaghetti-al-pomodoro.html","giallozafferano.it","primi piatti","0.7142857142857143","1","1","true"
"Patate duchessa","https://www.cucchiaio.it/ricetta/patate-duchessa/","cucchiaio.it","contorni","Patate duchessa","https://ricette.giallozafferano.it/Patate-duchesse.html","giallozafferano.it","contorni","0.7142857142857143","1","1","true"
"Crema al burro","https://www.cucchiaio.it/ricetta/crema-al-burro/","cucchiaio.it","dolci","Crema al burro","https://ricette.giallozafferano.it/Crema-al-burro.html","giallozafferano.it","dolci","0.7142857142857143","1","1","true"
"Cake pops","https://www.cucchiaio.it/ricetta/cake-pops/","cucchiaio.it","dolci","Cake pops","https://ricette.giallozafferano.it/Cake-pop.html","giallozafferano.it","dolci","0.7142857142857143","1","1","true"
"Cioccolata calda","https://www.cucchiaio.it/ricetta/ricetta-cioccolata-calda/","cucchiaio.it","bevande","Cioccolata calda","https://ricette.giallozafferano.it/Cioccolata-calda.html","giallozafferano.it","dolci","0.7142857142857143","1","1","false"
"Zucchine trifolate","https://www.cucchiaio.it/ricetta/zucchine-trifolate/","cucchiaio.it","contorni","Zucchine trifolate","https://ricette.giallozafferano.it/Zucchine-trifolate.html","giallozafferano.it","contorni","0.7142857142857143","1","1","true"
"Spaghetti con le cozze","https://www.cucchiaio.it/ricetta/spaghetti-con-le-cozze/","cucchiaio.it","primi piatti","Spaghetti con le cozze","https://ricette.giallozafferano.it/Spaghetti-con-le-cozze.html","giallozafferano.it","primi piatti","0.7142857142857143","1","1","true"
"Risotto con zucca e salsiccia","https://ricette.giallozafferano.it/Risotto-con-zucca-e-salsiccia.html","giallozafferano.it","primi piatti","Risotto alla zucca e salsiccia","https://www.cucchiaio.it/ricetta/risotto-alla-zucca-e-salsiccia/","cucchiaio.it","primi piatti","0.7142857142857143","0.8461538461538461","0.8906853146853146","true"
"Cozze alla busara","https://ricette.giallozafferano.it/Cozze-alla-busara.html","giallozafferano.it","antipasti","Cozze alla marinara","https://ricette.giallozafferano.it/Cozze-alla-marinara.html","giallozafferano.it","antipasti","0.7142857142857143","0.7058823529411765","0.9011764705882354","true"
"Zucchine marinate","https://www.ricetteregionali.net/ricette-regionali-laziali-lazio-contorni-zucchine-marinate.html","ricetteregionali.net","contorni","Zucchine trifolate","https://ricette.giallozafferano.it/Zucchine-trifolate.html","giallozafferano.it","contorni","0.7142857142857143","0.7058823529411765","0.9000565610859729","true"
"Spiedini di vitello al lardo e albicocche","https://www.cucchiaio.it/ricetta/ricetta-spiedini-vitello-lardo-albicocche/","cucchiaio.it","secondi piatti","Spiedini di vitello, pancetta e albicocche","https://www.cucchiaio.it/ricetta/ricetta-spiedini-vitello-pancetta-albicocche/","cucchiaio.it","secondi piatti","0.7058823529411765","0.8055555555555556","0.9080952380952381","true"
